,MSAID,PriceChange
0,999,0.015765695347673837
1,35620,0.015153062266424327
2,31080,0.02117100886719025
3,16980,0.01546965752052874
4,19100,0.01279324074247154
5,37980,0.020238876291547248
6,26420,0.011366904564902858
7,47900,0.017074244689862964
8,33100,0.013840115000623576
9,12060,0.015049770737137369
10,71650,0.01839431491161097
11,41860,0.01562843413796468
12,19820,0.019571639586410634
13,40140,0.02382821402344838
14,38060,0.026707264893479406
15,42660,0.02848803528429734
16,33460,0.01572751322751323
17,41740,0.024090082297927893
18,41180,0.020723092140467324
19,45300,0.02104463568956141
20,12580,0.017669258731266516
21,19740,0.01493702759731002
22,38300,0.025008159995252365
23,38900,0.021289900998447173
24,16740,0.01861567168651832
25,40900,0.023524105031506717
26,41700,0.011465955458296291
27,36740,0.00945402799118936
28,17140,0.018541696105941013
29,17460,0.024555804461901986
30,28140,0.019358634343132494
31,29820,0.02332284493999939
32,18140,0.01837560391988529
33,26900,0.019237450948332242
34,41940,0.034588286014471475
35,12420,0.021050776923851395
36,47260,0.012782031890086342
37,34980,0.013080438004281245
38,77200,0.022668503347108435
39,33340,0.020890697342389197
40,27260,0.014358687110204492
41,32820,0.019219526004517172
42,36420,0.012083387870206208
43,31140,0.016684218685683434
44,73450,0.020753629916396902
45,40060,0.010266700434435332
46,35380,0.014503536414236068
47,15380,0.024956535135016177
48,39580,0.01421992213465008
49,13820,0.01509522375071125
50,41620,0.020922121285790123
51,40380,0.017122567544023023
52,24340,0.026554266756043547
53,46060,0.020667960761204893
54,46520,0.005018248175182482
55,46140,0.014520020221799868
56,23420,0.02733052536954205
57,79600,0.02577879504985064
58,71950,0.024975118333932986
59,10740,0.01906895715658366
60,10580,0.016094001543195176
61,36540,0.014913007456503728
62,75700,0.029487184815450537
63,12540,0.021834901535848314
64,28940,0.01911113993385181
65,24860,0.01510562722004113
66,37100,0.018565271231509126
67,10900,0.02243326582370865
68,21340,0.02291720887192389
69,12940,0.005313935438068546
70,19380,0.023220489163302906
71,32580,0.01634918733277425
72,17900,0.014156448103774857
73,24660,0.019146124092105105
74,10420,0.01626392309327066
75,35840,0.017946821623525268
76,30780,0.012237892694575031
77,44700,0.026608336309371972
78,16700,0.013797578164767961
79,45060,0.02068579462611956
80,17820,0.015453228500998867
81,49180,0.017443664661510552
82,48620,0.016296984730576156
83,78100,0.01802500517726551
84,15980,0.00902566199775074
85,14260,0.02750095509993751
86,45780,0.021138498644278702
87,31540,0.017614288897649943
88,29460,0.024360808385569744
89,36260,0.026048599692010545
90,19660,0.009505318399549169
91,19780,0.009428599615715271
92,27140,0.010664821841993506
93,49660,0.025146142788691903
94,12260,0.018254282150354437
95,42540,0.01710848954880552
96,25420,0.011515605493133583
97,37340,0.022460469831956337
98,16860,0.01511902859001141
99,44060,0.02985090013160924
100,39340,0.021777158973260505
101,29540,0.016602694609551976
102,33700,0.020514977200780042
103,76750,0.017757143971814247
104,20500,0.010738322343089041
105,42220,0.018107191943443627
106,30460,0.014165291556492177
107,29180,0.008405930001528351
108,29620,0.016439310384860975
109,22220,0.018940374703827645
110,37860,0.014689062367331446
111,47300,0.022160421912385535
112,43340,0.011736451366915302
113,44180,0.01735376435222166
114,49620,0.013943866488970223
115,18580,0.013496085795737363
116,22420,0.018851531413134743
117,39900,0.02301244114052644
118,11700,0.016424033503318995
119,38940,0.014235581021868867
120,42200,0.018219418301193863
121,26620,0.028274900804732234
122,23060,0.011379023183965113
123,41500,0.019357126201435492
124,46700,0.008730732177263969
125,33660,0.020346720863920403
126,39740,0.01763438051074391
127,15180,0.02903272256020735
128,28660,0.016300474881579027
129,15940,0.01969684408334715
130,13140,0.0076940248530396604
131,74950,0.025524472254178476
132,41420,0.019175128158505035
133,11260,-0.013895355318465282
134,19340,0.00030520940342727826
135,37900,0.009966052587944741
136,34820,0.013820164745596445
137,33860,0.012138801796457927
138,41540,0.013867277226989137
139,25060,0.012979495048123867
140,45220,0.013285826438794612
141,45940,0.025944250980886503
142,22180,0.016512891264982323
143,25860,0.008258348456776463
144,26580,-0.0013147414181933343
145,21660,0.019714256096296793
146,40420,0.009001156838819073
147,42340,0.004400689145951268
148,11460,0.012493118197603015
149,36100,0.010620205079822231
150,28020,0.020420051131031357
151,34940,0.020424822411726905
152,43780,0.01406530419176672
153,43900,0.014760872635282415
154,21780,0.011900397811358668
155,28700,0.013842400440338585
156,40220,0.014285790237600285
157,24580,0.022179167424883055
158,30700,0.021297598181783162
159,22660,0.008666619971515958
160,46540,0.00814054668229575
161,17980,0.008170023132925348
162,14500,0.012060030096775167
163,31180,0.01929918708882396
164,21500,0.02026084935804334
165,22900,0.003508677711840892
166,20260,0.01080405065050112
167,12100,0.029001520477557066
168,76450,0.02572832390706511
169,42020,0.014939216064637008
170,23540,0.010921302235276055
171,42100,0.0321682440820522
172,17300,0.018731460007550833
173,16300,0.004668056114178459
174,32900,0.021920472185735486
175,48900,0.010346674547032857
176,28420,0.011089540133725869
177,24540,0.008785080880310155
178,47380,0.016510651276276277
179,36500,0.03382042662033165
180,11100,0.007257448433919022
181,13780,0.019670558132096595
182,25180,0.021945606176841794
183,14740,0.029742100102013846
184,29700,-0.009715782394789934
185,31340,0.018089105594223397
186,49420,0.016270026061452742
187,18880,0.01826841368098963
188,45820,0.013332163203814622
189,31420,0.007520067596113223
190,16580,0.015721489258824342
191,46220,0.005376883532335079
192,17780,0.011969945431131123
193,43620,0.009956598322501125
194,16620,0.006882619862144576
195,11540,0.01680428948878766
196,17020,0.022193424466942262
197,16820,0.002044556802022436
198,72500,0.011493699052558268
199,70900,0.025495982948024267
200,30980,-0.025800831892826274
201,72400,0.004544274620554633
202,39140,0.021632813671113776
203,44100,0.004851912693296736
204,46340,0.017503813466986273
205,29740,0.022028182385181342
206,22020,0.005087015856786138
207,26380,-0.002070103037709264
208,40340,0.004174212462541722
209,22500,0.006145246897173831
210,32780,0.020240786658887594
211,29200,0.012948030974840076
212,13380,0.020155261577975016
213,29420,0.024178378210310304
214,40980,0.020002606856031363
215,29340,0.0028675196198710835
216,27740,0.009540770076441885
217,21140,0.011218525963538338
218,49740,0.024867287955644687
219,39540,0.010776624422136297
220,12020,0.012117611296874569
221,78400,0.02817379762648345
222,41060,0.009940294425960531
223,25940,0.011594028107504222
224,14010,0.009308440357274985
225,25900,0.003109669251463839
226,37460,0.006310452319386503
227,28740,0.03500415525254701
228,19300,0.01860285066830208
229,23580,0.014692943504248438
230,47580,0.00905487619600667
231,13980,0.0026165396392802184
232,27340,0.009977955009752888
233,39820,0.022758707847418715
234,33740,0.012432559230588787
235,27900,0.024048936441026948
236,20940,0.04269767292877849
237,45460,0.003054374007072208
238,34740,0.021320531369196368
239,20700,0.02857142857142857
240,43580,0.010661335998667334
241,24780,0.014877962696494992
242,47940,0.0036892920039816508
243,36780,0.019090636853663405
244,49700,0.008542119513404263
245,10180,0.0100207182320442
246,17860,0.010784665689917818
247,20100,0.015659491690277836
248,20740,0.016725244809231644
249,27500,0.022978980795402993
250,27100,0.007425303099477502
251,39460,0.015036332653475662
252,14020,0.014725225674411537
253,39380,0.025961398707944287
254,13740,0.01847205705274695
255,14540,-0.019707106483965987
256,13460,0.017724988367759365
257,10500,-0.004123767401392112
258,47220,0.03870092840502104
259,35660,0.003082201881765359
260,27980,-4.365576164517442e-05
261,36860,0.013642467102318503
262,44300,0.004840436924394945
263,70750,0.02113619960820703
264,10780,0.0031042922810578474
265,19460,0.022756285730143752
266,25260,0.027609400487343175
267,26980,0.002668442726425854
268,40580,0.0056128966089526635
269,33780,0.01693281938325991
270,48660,0.01551494475376374
271,15500,0.010585645090268605
272,31460,0.0201606210771977
273,27620,0.021156832298136644
274,16540,0.025591157872363036
275,45500,-0.0005237321686950192
276,21060,0.014435020451180648
277,39060,0.007999908047033943
278,48540,0.004746282563963195
279,22520,0.00791995964351774
280,24300,0.011147600471740906
281,72700,0.023951229742336256
